id,category,subcategory,question,slug,answer,answer_type,policies
110,Соціальна політика,Медицина,"Про медичну реформу зараз говорять усі, скажімо щось і ми",pro_medichnu_reformu_zaraz_govoriat_usi_skazhimo_shchos_i_mi,Створення дієвих наглядових громадських рад при лікарнях,checkbox,"Корупція у сфері закупівель медичних препаратів та обладнання має бути подолана, зокрема через впровадження електронних процедур та процесів, запровадження чітких протоколів лікування, а також через децентралізацію управління медичними закладами – обрання головних лікарів та створення дієвих наглядових громадських рад при лікарнях. {УКРОП}

Державним медичним установам надається автономія у господарській діяльності та кадровому забезпечені. Разом із тим, усі витрати та закупівлі мають бути здійснені через прозору систему державних закупівель. {Національний корпус}"
109,Соціальна політика,Медицина,"Про медичну реформу зараз говорять усі, скажімо щось і ми",pro_medichnu_reformu_zaraz_govoriat_usi_skazhimo_shchos_i_mi,Збільшення зарплат лікарів,checkbox,"Медичним працівникам на рівні закону повинна бути гарантована гідна платня за працю. {УКРОП}

Лікарі мають отримувати гідну плату за свою роботу. Це досягається не за рахунок необґрунтованих «ставок» у лікарнях, а лише шляхом фінансування державою лікарських послуг, наданих конкретним людям. {Національний корпус}

Становлення незалежної, шанованої, самоврядної та відповідальної професії медичного працівника, а також забезпечення гідної винагороди за лікарську працю. {Самопоміч}"
108,Соціальна політика,Медицина,"Про медичну реформу зараз говорять усі, скажімо щось і ми",pro_medichnu_reformu_zaraz_govoriat_usi_skazhimo_shchos_i_mi,Покращення якості медичних закладів і послуг,checkbox,"Громадяни мають невід’ємне право на якісну і доступну медичну допомогу на всій території країни і в будь-який час. У великих містах будуть створені високотехнологічні державні медичні центри, направлення до яких муніципальними медичними установами має здійснюватися в суворо фіксовані терміни після звернення. Якщо обласний центр здоров’я не може допомогти пацієнтові, пацієнт повинен бути безкоштовно транспортований в інше місто. {УКРОП}

Державні та приватні медичні заклади повинні мати однакові можливості для надання послуг пацієнтам. {БПП}

Зміщення акцентів на профілактику та ранню діагностику захворювань. Запобігання інфекційним та іншим соціально-небезпечним хворобам. {Самопоміч}

Медицина в сучасному світі стає більш технологічною та більш дорогою. Держава за власний рахунок побудує сучасні міжрегіональні науково-медичні центри, які будуть спроможними об’єднати найсучасніші діагностику, терапію (насамперед ― педіатрію), хірургію, трансплантологію та протезування з науковими дослідженнями та системою медичної освіти. Саме тут будуть підготовані кадри для вітчизняної медицини. Саме з цих інноваційних центрів почнеться відродження національної медицини. {Національний корпус}"
107,Соціальна політика,Медицина,"Про медичну реформу зараз говорять усі, скажімо щось і ми",pro_medichnu_reformu_zaraz_govoriat_usi_skazhimo_shchos_i_mi,Вибір пацієнтом лікаря,checkbox,В українській медицині має запрацювати принцип вільного вибору пацієнтами лікаря. {БПП}
106,Соціальна політика,Медицина,"Про медичну реформу зараз говорять усі, скажімо щось і ми",pro_medichnu_reformu_zaraz_govoriat_usi_skazhimo_shchos_i_mi,Безкоштовної невідкладна та первинна медичної допомоги,checkbox,"Держава повинна гарантувати всім громадянам високу якість безкоштовної невідкладної та первинної медичної допомоги, а також безкоштовний широкий набір якісних медичних послуг, який визначається окремим законом, до якого входять, зокрема обслуговування в жіночих консультаціях та пологових будинках, лікування важких хронічних і смертельно небезпечних захворювань, зокрема залежностей, паліативна терапія, включно з хоспісами. {УКРОП}

Визначення пакету безоплатних медичних послуг, який держава гарантує кожній людині, незалежно від її статусу і місця проживання, за бюджетний кошт. {Громадянська позиція}

Держава виділить на медицину в 10 разів більше коштів ніж зараз. Зробимо фельдшерсько-акушерський пункт в кожному селі. {Радикальна партія}

Безкоштовна медицина в рамках програми має бути доступною для соціально вразливих та малозабезпечених верств населення. {БПП}

Держава забезпечить запровадження наступних принципів роботи національної медичної системи: загальні витрати держави на медичну галузь не мають бути меншими, ніж 10% від ВВП; абсолютна доступність на території України екстреної медичної допомоги; доступний на території країни перелік безкоштовних базових медичних послуг (включно із забезпеченням медикаментами); зменшення рівня смертності; збільшення середнього віку життя; соціологічно підтверджена задоволеність населення якістю наданих медичних послуг. {Національний корпус}

Право на безкоштовне одержання медичних послуг малозабезпеченим верствам населення та пенсіонерам, підвищення стандартів їхнього медичного обслуговування. {Наш край}

Усім громадянам України гарантувати доступ до безкоштовних медичних та освітніх послуг. {Опоблок}

Запровадити дієві механізми фінансування базового пакета медичних послуг кожному мешканцю України, в тому числі через запровадження системи медичного страхування. {Свобода}"
105,Соціальна політика,Медицина,"Про медичну реформу зараз говорять усі, скажімо щось і ми",pro_medichnu_reformu_zaraz_govoriat_usi_skazhimo_shchos_i_mi,Запровадження системи медичного страхування,checkbox,"Держава зобов’язана забезпечити високі стандарти страхової медицини світового рівня. Громадяни повинні отримати право самостійно наповнювати додаткові особисті рахунки в новому Фонді соціально-медичного страхування. Збереження цих коштів має гарантувати держава. Громадяни повинні мати право передавати залишки коштів на цих рахунках у спадок. {УКРОП}

Складовою системи соціального забезпечення має стати загальнообов’язкове державне медичне страхування. {БПП}

У країні має бути запроваджене обов’язкове медичне страхування, гарантоване державою. Це дасть змогу залучити в систему охорони здоров’я фінансування,  а також підвищити якість надання послуг, наблизивши їх безпосередньо до пацієнта. {БПП}

Людина має отримати економічний стимул бути здоровим через механізми медичного страхування. Разом з тим, люди, які не потребували в поточному році державних медичних послуг, в наступному отримуватимуть додаткові медичні послуги (наприклад, стоматологічні) за рахунок держави. {Національний корпус}

Запровадження часткового медичного страхування шляхом організації лікарняних кас для забезпечення хворих медикаментами. {Наш край}

Запровадження медичного страхування. {Самопоміч}

Заохочення приватного медичного страхування життя і здоров’я людини. {Громадянська позиція}

Необхідно широко запроваджувати страхову медицину та виходити на рівень кращих світових норм і стандартів. Роботодавці мають в обов’язковому порядку страхувати всіх найманих працівників, а стимулом повинно стати не оподаткування страхових платежів. Впровадження обов’язкового щорічного профілактичного медичного огляду забезпечить виявлення хвороб на початковому етапі і збереже життя тисяч громадян. {Аграрна партія}"
104,Соціальна політика,Екологія,Екологія — важлива тема і тут не може бути компромісів,ekologiia_vazhliva_tema_i_tut_ne_mozhe_buti_kompromisiv,Відповідальність за забруднення довкілля,checkbox,"Одночасно має бути посилена відповідальність за забруднення довкілля. Особлива відповідальність має бути за забруднення заповідників, заказників, водойм та природоохоронних і відпочинкових зон. {БПП}

Стимулювання розвитку та впровадження екологічно чистих технологій; безумовне дотримання стандартів захисту довкілля на виробництві; жорсткі штрафні санкції за порушення екологічних вимог. {Громадянська позиція}

Збереження природних ресурсів та екологічна безпека є під постійною увагою Партії. Загострення проблем в природоохоронній сфері вимагає посилення правової відповідальності за негативний антропогенний вплив діяльності людини на навколишнє середовище. {Аграрна партія}

Зобов’язати фізичні та юридичні особи відшкодовувати місцевій громаді збитки, завдані довкіллю. {Свобода}

Кримінальна відповідальність за жорстоке поводження з домашніми та безпритульними тваринами буде посилена. «Догхантерство» та подібні ганебні явища, що суперечить усталеним у європейській культурі засадам ставлення до живих істот, буде ліквідовано. {Національний корпус}

Експорт необробленої деревини буде заборонено. Буде втілено жорсткі кримінальні покарання за незаконну вирубку лісу. {Національний корпус}"
103,Соціальна політика,Екологія,Екологія — важлива тема і тут не може бути компромісів,ekologiia_vazhliva_tema_i_tut_ne_mozhe_buti_kompromisiv,"Додаткові виплати від держави для громадян, що проживають на екологічно забруднених територіях",checkbox,"Громадяни, які проживають на територіях підвищених екологічних ризиків, мають бути забезпечені додатковими грошовими виплатами шляхом перерахування на їхні медичні страхові рахунки екологічного збору підприємств. {УКРОП}

Створити єдину державну систему розвитку спеціальної соціальної інфраструктури та стандартів соціального захисту населення, яке проживає на територіях можливого екологічно небезпечного впливу гірничодобувних, переробних та інших виробничих об’єктів. Зобов’язати великі підприємства сировинно-інтенсивних галузей провести екологічну модернізацію засобів виробництва. {Свобода}"
102,Соціальна політика,Екологія,Екологія — важлива тема і тут не може бути компромісів,ekologiia_vazhliva_tema_i_tut_ne_mozhe_buti_kompromisiv,Захист довкілля,checkbox,"Держава повинна надати допомогу громадянам у впровадженні енергозбереження на рівні кожного будинку. {УКРОП}

В Україні має бути збільшена кількість об’єктів природно-заповідного фонду, загальна площа природоохоронних територій має бути доведена до європейських показників. {БПП}

Потребує гармонізації та впровадження законодавство в частині захисту довкілля. Ми маємо забезпечити людині чисте повітря, якісну питну воду, зберегти унікальну екосистему України: джерела та ріки, ліси і поля, землю для якісного здорового життя громадян. {Аграрна партія}

Створити систему державного та громадського контролю за дотриманням законодавства у царині охорони навколишнього природного середовища, забезпечити автономність і незалежність екологічного нагляду та контролю. {Свобода}

Держава створює єдиний реєстр геологічної та геофізичної інформації та єдиний державний кадастр природних ресурсів і пам’яток природи. Здійснюється екологічне районування території України, визначення екологічно допустимих меж видобутку природних ресурсів та обмежень забруднення навколишнього середовища. {Національний корпус}

Держава створює умови для побудови сучасних сміттєпереробних заводів. Ці заводи включаються до системи тепло- та енергопостачання в цих містах. {Національний корпус}"
101,Соціальна політика,Екологія,Екологія — важлива тема і тут не може бути компромісів,ekologiia_vazhliva_tema_i_tut_ne_mozhe_buti_kompromisiv,"Розвиток ""зеленої"" економіки",checkbox,"Україна має приєднатися до міжнародних договорів та проектів захисту довкілля. Неухильне дотримання європейських норм та стандартів охорони природи, приведення чинного законодавства у відповідність до директив ЄС, впровадження яких, зокрема, є невід’ємною частиною Угоди про асоціацію з ЄС, має стати основою нової державної політики захисту довкілля. Споживацьке і безвідповідальне ставлення до природних ресурсів має назавжди відійти в минуле. {БПП}

Розвиток екологічного землеробства, садівництва та тваринництва. {Самопоміч}

Заохочувати перенесення за межі населених пунктів на безпечну відстань усіх підприємств, що здійснюють шкідливі викиди в навколишнє середовище. {Свобода}

Забезпечити формування системи управління та господарювання у царині промислового природокористування на принципах сталих, біологічно стійких та максимально наближених до природних виробничих технологій. {Свобода}"
100,Соціальна політика,Соціальний захист,Як покращуватимите соціальний захист громадян?,iak_pokrashchuvatimite_sotsialnii_zakhist_gromadian,Підтримка ветеранів і переселенців,checkbox,"Підтримка ветеранів війни та сімей загиблих учасників бойових дій, вимушених переселенців – пріоритетне завдання для держави. Окрім матеріально-грошової підтримки, їм повинна надаватися соціально-психологічна із залученням громадських організацій, волонтерів. {БПП}

Особливий акцент має бути зроблений на тому, щоб належну соціальну допомогу отримали всі учасники бойових дій, а особливо – ті, хто постраждав у боях. {Народний фронт}

Ми будемо відстоювати і контролювати: створення муніципальної системи інтеграції у суспільство переселенців з Донбасу, надання психологічної допомоги та реабілітації учасникам АТО. {Наш край}

Прозоре та адресне забезпечення осіб, які захищали свободу українців та територіальну цілісність України, а також їхніх сімей. {Самопоміч}

Контролювати виконання публічними органами влади всіх рівнів зобов’язань, взятих перед учасникам АТО та їх сім’ями. {Народний контроль}

Забезпечити всі права та умови життя громадянам України, які вимушено полишили тимчасово окуповані території. Сприяти тим із них, хто активно протидіє окупаційному режиму та (або) воює проти окупантів у ЗСУ, МВС, СБУ, в інших офіційних та добровольчих підрозділах України. {Свобода}

Солдати та офіцери, учасники бойових дій та інваліди війни зокрема, забезпечуються гідними соціальними гарантіями: житлом, навчанням за державний рахунок, довічним обслуговуванням у військових шпиталях, податковими пільгами для створення власного бізнесу після демобілізації. {Національний корпус}"
99,Соціальна політика,Соціальний захист,Як покращуватимите соціальний захист громадян?,iak_pokrashchuvatimite_sotsialnii_zakhist_gromadian,Створення реєстру отримувачів соціальної допомоги,checkbox,"Уніфікація інформації про пільговиків підвищить ефективність соціального захисту. Необхідно створити єдиний уніфікований реєстр осіб, що перебувають на утриманні держави або отримують соціальну допомогу. Це дасть змогу оперативно регулювати сферу надання пільг. Допомогу повинні отримувати малозабезпечені громадяни, а заможні – мають самостійно оплачувати повну вартість комунальних послуг тощо. {БПП}

Між громадянином та Державою мають бути чесні та відкриті відносини. Держава консолідує та верифікує реєстри громадян. Бази даних Демографічного реєстру, Пенсійного фонду, Державної фіскальної служби та Міністерства соціальної політики об’єднуються. Таким чином, маніпуляції з отриманням зайвих пільг мінімізуються, а соціальна допомога стає адресною, гідною та значною. {Національний корпус}

Ми будемо відстоювати і контролювати створення муніципальної системи моніторингу та вирішення проблем соціально незахищених, передусім пенсіонерів та інвалідів; контроль отримання державних субсидій та інших видів державної допомоги 100% осіб, що мають право на таку допомогу. {Наш край}"
98,Соціальна політика,Соціальний захист,Як покращуватимите соціальний захист громадян?,iak_pokrashchuvatimite_sotsialnii_zakhist_gromadian,Впровадження адресної допомоги,checkbox,"Соціальна допомога має надаватися виключно адресату, при цьому повинні бути максимально спрощені процедури її надання. Спрощення процедури оформлення соціальної допомоги дозволить зменшити витрати на фонди соціального захисту. {БПП}

Робоче місце і гідна оплата праці, а не пільги (допомога по безробіттю чи субсидії) від держави як основа економічної стабільності людини, родини і суспільства; надання адресної грошової допомоги найбіднішим верствам населення. {Громадянська позиція}

Для приватних домоволодінь, підприємств малого та середнього бізнесу, особливо в районах з великим зносом опалювальних потужностей, повинна бути прийнята державна програма установки автономного опалення (бойлерні системи, сонячні панелі тощо), з субсидіями і податковими пільгами учасникам. {УКРОП}

Ми будемо відстоювати і контролювати: монетизацію пільг – надання грошей на оплату послуг безпосередньо людям, що мають право на пільги. {Наш край}

Запровадження адресної допомоги саме тим, хто її потребує. {Самопоміч}

Запровадити монетизацію субсидій та частини пільг з метою збільшення адресності та зменшення корупції. {Свобода}"
97,Соціальна політика,Соціальний захист,Як покращуватимите соціальний захист громадян?,iak_pokrashchuvatimite_sotsialnii_zakhist_gromadian,Індексація соціальних виплат,checkbox,"Нова соціальна політика передбачатиме законодавче забезпечення постійної та економічно обґрунтованої індексації найважливіших державних соціальних стандартів і нормативів, зокрема мінімальної заробітної плати та прожиткового мінімуму в разі девальвації національної валюти, з визначенням відповідальності посадових осіб усіх рівнів за несвоєчасне проведення перерахунку державних соціальних стандартів. {УКРОП}

Зупинити зубожіння населення. Провести індексацію зарплат і пенсій відповідно до рівня інфляції. Як мінімум вдвічі підняти прожитковий мінімум. {Опоблок}

Індексація прожиткового мінімуму, мінімальної заробітної плати, та мінімальної пенсії законодавчо гарантовані у разі девальвації національної валюти. {Національний корпус}"
96,Соціальна політика,Трудова та пенсійна політика,Пенсійної реформи?,pensiinoyi_reformi,Введення накопичувальної пенсійної системи паралельно з солідарною,checkbox,"Нова соціальна політика також передбачатиме: право самостійно наповнювати додаткові особисті рахунки в Пенсійному фонді; забезпечення державних гарантій збереження коштів громадян у Пенсійному фонді; забезпечення можливості передачі коштів, які зберігаються на персональному рахунку громадянина у Пенсійному фонді, у спадок. {УКРОП}

Справедливе нарахування пенсій має стати основним завданням пенсійної реформи. Держава повинна поступово переходити до накопичувального рівня пенсійної системи, а також сприяти розвитку приватних пенсійних фондів. {БПП}

Держава створює умови для розвитку недержавних пенсійних фондів та інших фінансових інструментів накопичення пенсій. Ці вклади захищаються від інфляції та девальвації на законодавчому рівні. {Національний корпус}
"
95,Соціальна політика,Трудова та пенсійна політика,Пенсійної реформи?,pensiinoyi_reformi,Позбавлення пенсій заможних громадян,checkbox,"З пенсійної системи будуть виключені заможні й забезпечені громадяни, які володіють великим накопиченим за роки життя майном або доходами. На зекономлені кошти будуть підвищені мінімальні пенсії, що дозволить підтримати найбідніших пенсіонерів, які насправді потребують допомоги держави. {УКРОП}"
94,Соціальна політика,Трудова та пенсійна політика,Пенсійної реформи?,pensiinoyi_reformi,Зменшення розриву між найбільшою і найменшою пенсіями,checkbox,"Буде запроваджена норма, згідно з якою максимальний рівень одержуваної від держави пенсії не може перевищувати мінімальний більш ніж у 5 разів. {УКРОП}

Ми ліквідуємо диспропорції при визначенні розмірів пенсій різним категоріям грома­дян. Усім працюючим, включно з держслужбов- цями, пенсії будуть встановлюватися за єдиним принципом: 65% середньомісячної зарплати. Виняток становитимуть лише ті, хто щодня ризикує здоров’ям і життям, виконуючи службові обов’язки. Для військовослужбовців, працівників опера­тивних підрозділів правоохоронних органів, рятівників буде встановлено інше співвідношен­ня — 80% середньомісячної зарплати. Жодні інші спеціальні чи особливі пенсії більше встановлю­ватися не будуть. VIP-пенсії, нараховані раніше, буде переглянуто, відповідно до встановленої Законом граничної межі. {Батьківщина}

Скасувати несправедливу пенсійну реформу. Ухвалити новий єдиний закон про багаторівневе пенсійне забезпечення. Узалежнити пенсійний вік від середньої тривалості життя. Скасувати оподаткування пенсій пенсіонерів, що працюють. Встановити пряму залежність розміру пенсії від стажу роботи та допустиме п’ятикратне співвідношення між максимальною і мінімальною пенсією для солідарної пенсійної системи. {Свобода}

Разом з тим, Держава зберігає солідарну пенсійну систему. При цьому, максимальний рівень одержуваної від держави пенсії не може перевищувати мінімальний розмір виплат більш ніж у 5 разів. {Національний корпус}"
93,Соціальна політика,Трудова та пенсійна політика,Чи будете щось обіцяти зі сфери трудової політики?,chi_budete_shchos_obitsiati_zi_sferi_trudovoyi_politiki,"Ухвалення нового Трудового кодексу, який краще захищатиме права працівників",checkbox,"Нова соціальна політика держави повинна передбачати: вироблення і реалізацію ефективної державної політики в галузі охорони праці, що має базуватися на принципах охорони життя і здоров’я працівників, повної відповідальності роботодавців за створення належних, безпечних та нешкідливих умов праці; пріоритетність у встановленні єдиних вимог з охорони праці для всіх підприємств та суб’єктів підприємницької діяльності незалежно від форм власності та видів діяльності; негайне ухвалення нового Трудового кодексу України, який забезпечував би відстоювання передбачених Конституцією України трудових прав та гарантій працівників і спрямовувався б на створення належних умов праці та забезпечення захисту інтересів працівників і роботодавців в умовах ринкової економіки та євроінтеграції. {УКРОП}

Оплата праці чоловіків та жінок має вирівнюватися. Необхідно вжити додаткових заходів, щоб подолати різницю між заробітними платами чоловіків та жінок. Доцільно встановити норми про рівність оплати праці за аналогічну роботу за конкретними напрямками, незалежно від статі. {БПП}

Запобігання дискримінації та бар’єрам. Запровадження віддалених форм зайнятості, доступності та універсального дизайну для подолання ізоляції людей з обмеженими можливостями. {Самопоміч}

Партія відстоює необхід­ність встановлення суворішої відпо­відальності за порушення законодав­ства про оплату праці, зокрема, за борги по зарплаті, або виплату заробітної платинижчої за прожитковий мінімум, будь-які фор­ми дискримінації в оплаті праці за тендерною та іншими ознаками. Партія ніколи не підтримає запровадження пені за комунальні борги для населення. {Батьківщина}

Ухвалити новий, соціально справедливий кодекс законів про працю ‒ Трудовий кодекс України. Розробити тарифікаційну шкалу погодинної оплати праці згідно з європейськими стандартами. Встановити п’ятикратне співвідношення між максимальною і мінімальною погодинною заробітною платою у працівників бюджетної галузі. {Свобода}"
92,Соціальна політика,Трудова та пенсійна політика,Чи будете щось обіцяти зі сфери трудової політики?,chi_budete_shchos_obitsiati_zi_sferi_trudovoyi_politiki,Збільшення кількості робочих місць,checkbox,"Нова соціальна політика передбачатиме забезпечення продуктивної зайнятості та соціального захисту працівників, зокрема зареєстрованих безробітних, внутрішньо переміщених осіб, молодих спеціалістів, людей з інвалідністю, учасників бойових дій та антитерористичної операції. {УКРОП}

Зосередження зусиль та ресурсів на пріоритетах, які забезпечать створення якісних робочих місць, збільшення експорту та імпортозаміщення, серед яких: високі технології, машинобудування та поглиблена переробка. Сировинна економіка стане джерелом для нової економіки. {Самопоміч}

Подолати безробіття. Повернути роботу медикам, педагогам і соціальним працівникам. Забезпечити гідну зарплату тим, хто піклується про людей. {Опоблок}"
91,Економіка,Інфраструктура і транспорт,"Ну й наостанок, інфраструктура і транспорт.",nu_i_naostanok_infrastruktura_i_transport,Ремонт доріг,checkbox,"Ми будемо відстоювати і контролювати запровадження нових стандартів виконання ремонтних робіт – виконавець робіт має взяти повну відповідальність за якість ремонту та самостійно, за власний кошт виправляти недоліки протягом гарантійного періоду; залучення держави та інших донорів до спільної реалізації проектів зі створення якісних доріг; кість виконання ремонтних робіт та експлуатації доріг, у тому числі псування доріг великотоннажним транспортом. {Наш край}

Україна має великий транзитний потенціал і одним із ключових завдань є відновлення та будівництво транспортної інфраструктури. Відновлюючи аеропорти, залізні та автомобільні дороги, рух на річках та морях ми суттєво піднімемо підприємницьку активність та туристичну галузь. {Аграрна партія}

Автомобільні шляхи будуть побудовані та відремонтовані з урахуванням нових геополітичних умов з метою збільшення транзиту Україною. {Національний корпус}"
90,Економіка,Інфраструктура і транспорт,"Ну й наостанок, інфраструктура і транспорт.",nu_i_naostanok_infrastruktura_i_transport,Підвищення якості транспортних послуг та інфаструктури,checkbox,"Комунальний транспорт, автобусні та залізничні перевезення мають бути загальнодоступними та надавати якісні безпечні послуги. Держава повинна допомагати, в разі потреби надавати компенсації перевізникам, котрі здійснюють рейси у віддалених важкодоступних населених пунктах. {БПП}

Євростандарти в управлінні транспортною галуззю мають поширитися і на підходи до будівництва та розвитку інфраструктури. Впровадження європейських стандартів до будівництва та експлуатації доріг – це передумова зручності та безпечності дорожнього руху. Для цього необхідно створити конкурентні умови на ринку дорожнього будівництва. Також потрібно розмежувати управління експлуатацією доріг між державою та органами місцевого самоврядування із наданням останнім відповідних фінансових механізмів. {БПП}

Особливої уваги потребує реформування розробки генеральних планів забудови міст, відповідність житлово-комунального господарства вимогам часу. Ми маємо вдосконалити систему стимулювання будівництва екологічного житла, застосування енергозберігаючих технологій. {Аграрна партія}"
